depth (m),age (BP),temperature (degC),Bag (missing),dD (permil)
2764.85,419398,-0.35,5028,-395.7
2765.4,419666,-0.09,5029,-394
2765.95,419929,-0.62,5030,-397.1
2766.5,420203,-0.48,5031,-396.1
2767.05,420474,-0.29,5032,-394.8
2767.6,420741,-0.59,5033,-396.5
2768.15,421013,-0.75,5034,-397.3
2768.7,421290,-1.37,5035,-400.9
2769.25,421582,-1.43,5036,-401.1
2769.8,421871,-1.72,5037,-402.7
2770.35,422171,-1.87,5038,-403.4
2770.9,422475,-1.55,5039,-401.3
2771.45,422768,-1.51,5040,-400.9
2772,423056,-2.21,5041,-405
2772.55,423359,-2.59,5042,-407.1
2773.1,423669,-2.1,5043,-404
2773.65,423963,-2.34,5044,-405.3
2774.2,424263,-1.29,5045,-398.8
2774.75,424536,-0.24,5046,-392.3
2775.3,424784,0.09,5047,-390.1
2775.85,425027,-0.29,5048,-392.2
2776.4,425277,-0.99,5049,-396.2
2776.95,425537,-1.9,5050,-401.5
2777.5,425813,-1.85,5051,-401
2778.05,426090,-2.13,5052,-402.5
2778.6,426390,-2.67,5053,-405.6
2779.15,426715,-2.29,5054,-403.1
2779.7,427020,-2.93,5055,-406.8
2780.25,427343,-3.95,5056,-412.8
2780.8,427684,-4.7,5057,-417.2
2781.35,428065,-4.63,5058,-416.6
2781.9,428444,-5.83,5059,-423.7
2782.45,428868,-6.05,5060,-424.9
2783,429259,-6.61,5061,-428.1
2783.55,429718,-6.79,5062,-429
2784.1,430187,-7.58,5063,-433.6
2784.65,430693,-8.1,5064,-436.6
2785.2,431226,-8.19,5065,-437
2785.75,431767,-8.19,5066,-436.9
2786.3,432326,-8.19,5067,-436.8
2786.85,432870,-8.39,5068,-437.8
2787.4,433425,-8.12,5069,-436
2787.95,433969,-8.58,5070,-438.56
2788.5,434472,-8.17,5071,-435.9
2789.05,435023,-8.49,5072,-437.7
2789.6,435592,-8.03,5073,-434.8
2790.15,436141,-8.91,5074,-440
2790.7,436726,-9.63,5075,-444.32
2791.25,437267,-9.25,5076,-441.88
2791.8,437827,-9.6,5077,-443.84
2792.35,438423,-8.8,5078,-438.86
2792.9,439039,-9.19,5079,-441.19
2793.45,439625,-9.15,5080,-440.92
2794,440206,-9.04,5081,-440.18
2794.55,440798,-9.07,5082,-440.33
2795.1,441388,-8.73,5083,-438.26
2795.65,441954,-8.33,5084,-435.82
2796.2,442535,-8.42,5085,-436.33
2796.75,443120,-7.91,5086,-433.24
2797.3,443682,-7.15,5087,-428.61
2797.85,444216,-7.77,5088,-432.4
2798.4,444785,-7.45,5089,-430.4
2798.95,445342,-7.45,5090,-430.4
2799.5,445900,-7.65,5091,-431.6
2800.05,446471,-7.48,5092,-430.6
2800.6,447034,-6.15,5093,-422.5
2801.15,447536,-6.32,5094,-423.5
2801.7,448047,-6.56,5095,-424.9
2802.25,448573,-7.58,5096,-431.1
2802.8,449151,-7.28,5097,-429.3
2803.35,449719,-7.26,5098,-429.2
2803.9,450288,-7.65,5099,-431.6
2804.45,450881,-7.92,5100,-433.3
2805,451492,-6.7,5101,-425.9
2805.55,452042,-7.07,5102,-428.2
2806.1,452613,-7.89,5103,-433.2
2806.65,453229,-7.24,5104,-429.3
2807.2,453816,-6.34,5105,-423.9
2807.75,454400,-6.81,5106,-426.8
2808.3,454969,-7.01,5107,-428
2808.85,455550,-7.39,5108,-430.3
2809.4,456156,-8.21,5109,-435.3
2809.95,456813,-8.92,5110,-439.7
2810.5,457519,-8.7,5111,-438.4
2811.05,458216,-8.83,5112,-439.3
2811.6,458942,-8.8,5113,-439.2
2812.15,459652,-8.47,5114,-437.3
2812.7,460344,-8.34,5115,-436.6
2813.25,461031,-8.24,5116,-436.1
2813.8,461713,-7.45,5117,-431.4
2814.35,462350,-7.15,5118,-429.6
2814.9,462970,-7.63,5119,-432.6
2815.45,463620,-7.65,5120,-432.8
2816,464257,-8.08,5121,-435.5
2816.55,464951,-8.44,5122,-437.8
2817.1,465657,-8.5,5123,-438.3
2817.65,466367,-8.17,5124,-436.5
2818.2,467058,-8.03,5125,-435.8
2818.75,467740,-8.64,5126,-439.7
2819.3,468461,-7.58,5127,-433.5
2819.85,469115,-6.47,5128,-426.9
2820.4,469706,-7.26,5129,-431.8
2820.95,470337,-6.3,5130,-426.1
2821.5,470916,-5.18,5131,-419.4
2822.05,471435,-4.83,5132,-417.3
2822.6,471934,-4,5133,-412.3
2823.15,472392,-4.62,5134,-416.1
2823.7,472880,-5.5,5135,-421.5
2824.25,473409,-6.17,5136,-425.7
2824.8,473970,-7.01,5137,-430.9
2825.35,474576,-6.89,5138,-430.3
2825.9,475160,-5.75,5139,-423.5
2826.45,475696,-5.09,5140,-419.6
2827,476200,-4.61,5141,-416.7
2827.55,476679,-4.19,5142,-414.2
2828.1,477138,-3.95,5143,-412.8
2828.65,477586,-4.64,5144,-417
2829.2,478062,-5.19,5145,-420.4
2829.75,478562,-5.98,5146,-425.3
2830.3,479099,-5.73,5147,-423.9
2830.85,479623,-5.15,5148,-420.5
2831.4,480119,-4.95,5149,-419.4
2831.95,480605,-4.76,5150,-418.3
2832.5,481081,-4.94,5151,-419.5
2833.05,481571,-4.53,5152,-417.1
2833.6,482035,-4.34,5153,-416
2834.15,482489,-3.97,5154,-413.8
2834.7,482928,-4.15,5155,-415
2835.25,483371,-3.74,5156,-412.5
2835.8,483798,-3.76,5157,-412.7
2836.35,484225,-3.36,5158,-410.3
2836.9,484635,-3.54,5159,-411.4
2837.45,485051,-3.44,5160,-410.8
2838,485462,-3.39,5161,-410.5
2838.55,485870,-3.42,5162,-410.7
2839.1,486279,-3.22,5163,-409.5
2839.65,486679,-2.76,5164,-406.7
2840.2,487062,-2.75,5165,-406.6
2840.75,487444,-2.56,5166,-405.4
2841.3,487817,-2.4,5167,-404.4
2841.85,488185,-2.57,5168,-405.4
2842.4,488555,-1.36,5169,-398
2842.95,488889,-2.51,5170,-404.9
2843.5,489256,-2.39,5171,-404.1
2844.05,489620,-2.25,5172,-403.2
2844.6,489978,-2.31,5173,-403.5
2845.15,490338,-2.44,5174,-404.2
2845.7,490701,-2.81,5175,-406.4
2846.25,491076,-3.03,5176,-407.7
2846.8,491456,-3.25,5177,-409
2847.35,491845,-3.25,5178,-409
2847.9,492234,-3.42,5179,-410
2848.45,492628,-3.42,5180,-410
2849,493022,-3.5,5181,-410.43
2849.55,493416,-3.23,5182,-408.8
2850.1,493802,-3.93,5183,-413
2850.65,494208,-3.75,5184,-411.89
2851.2,494600,-3.78,5185,-412
2851.75,495001,-3.78,5186,-412
2852.3,495401,-3.79,5187,-412
2852.85,495800,-3.58,5188,-410.7
2853.4,496190,-3.74,5189,-411.7
2853.95,496584,-3.78,5190,-411.9
2854.5,496978,-3.97,5191,-413
2855.05,497376,-3.66,5192,-411.1
2855.6,497762,-3.97,5193,-413
2856.15,498157,-3.83,5194,-412.1
2856.7,498545,-3.93,5195,-412.7
2857.25,498934,-3.77,5196,-411.7
2857.8,499316,-3.72,5197,-411.3
2858.35,499694,-4.3,5198,-414.8
2858.9,500090,-4.25,5199,-414.5
2859.45,500482,-4.31,5200,-414.9
2860,500875,-4.41,5201,-415.5
2860.55,501269,-4.45,5202,-415.7
2861.1,501663,-4.81,5203,-417.9
2861.65,502067,-4.16,5204,-414
2862.2,502446,-4.43,5205,-415.6
2862.75,502832,-4.45,5206,-415.7
2863.3,503217,-4.37,5207,-415.2
2863.85,503596,-4.21,5208,-414.2
2864.4,503968,-4.46,5209,-415.7
2864.95,504346,-4,5210,-412.9
2865.5,504708,-4.4,5211,-415.3
2866.05,505080,-5.04,5212,-419.2
2866.6,505474,-5.32,5213,-420.9
2867.15,505875,-5.21,5214,-420.3
2867.7,506271,-4.91,5215,-418.5
2868.25,506654,-4.7,5216,-417.2
2868.8,507027,-4.63,5217,-416.8
2869.35,507396,-4.52,5218,-416.1
2869.9,507758,-4.55,5219,-416.3
2870.45,508120,-4.9,5220,-418.4
2871,508493,-6,5221,-425.1
2871.55,508902,-5.94,5222,-424.8
2872.1,509308,-5.73,5223,-423.6
2872.65,509704,-5.78,5224,-424
2873.2,510100,-5.55,5225,-422.7
2873.75,510487,-5.67,5226,-423.5
2874.3,510876,-5.76,5227,-424.1
2874.85,511267,-5.83,5228,-424.6
2875.4,511658,-5.86,5229,-424.9
2875.95,512049,-5.63,5230,-423.6
2876.5,512432,-5.53,5231,-423.1
2877.05,512809,-5.49,5232,-423
2877.6,513185,-5.62,5233,-423.9
2878.15,513563,-5.38,5234,-422.6
2878.7,513933,-4.77,5235,-419
2879.25,514282,-4.84,5236,-419.6
2879.8,514633,-5,5237,-420.7
2880.35,514989,-4.98,5238,-420.7
2880.9,515343,-4.46,5239,-417.7
2881.45,515681,-4.08,5240,-415.5
2882,516006,-4.01,5241,-415.2
2882.55,516329,-4.48,5242,-418.1
2883.1,516666,-4.31,5243,-417.2
2883.65,516998,-4.28,5244,-417.1
2884.2,517329,-3.51,5245,-412.5
2884.75,517637,-4.01,5246,-415.6
2885.3,517960,-3.46,5247,-412.3
2885.85,518267,-3.59,5248,-413.1
2886.4,518578,-3.47,5249,-412.4
2886.95,518885,-3.45,5250,-412.3
2887.5,519193,-3.23,5251,-411
2888.05,519495,-3.48,5252,-412.5
2888.6,519804,-3.41,5253,-412.1
2889.15,520111,-3.75,5254,-414.1
2889.7,520416,-3.45,5255,-412.3
2890.25,520726,-3.12,5256,-410.3
2890.8,521027,-3.94,5257,-415.2
2891.35,521353,-3.4,5258,-411.9
2891.9,521664,-3.47,5259,-412.3
2892.45,521978,-3.4,5260,-411.8
2893,522290,-3.58,5261,-412.8
2893.55,522610,-4.84,5262,-420.4
2894.1,522969,-4.55,5263,-418.6
2894.65,523321,-4.61,5264,-418.9
2895.2,523675,-4.3,5265,-417
2895.75,524022,-4.51,5266,-418.2
2896.3,524375,-4.29,5267,-416.8
2896.85,524728,-4.84,5268,-420.09
2897.4,525099,-4.35,5269,-417.1
2897.95,525452,-4.64,5270,-418.73
2898.5,525808,-4.93,5271,-420.4
2899.05,526184,-4.86,5272,-419.9
2899.6,526559,-4.82,5273,-419.6
2900.15,526935,-4.42,5274,-417.1
2900.7,527299,-4.9,5275,-419.85
2901.25,527683,-4.58,5276,-417.8
2901.8,528056,-4.31,5277,-416
2902.35,528422,-4.14,5278,-414.8
2902.9,528783,-4.44,5279,-416.5
2903.45,529157,-4.5,5280,-416.7
2904,529534,-5.18,5281,-420.7
2904.55,529939,-5.43,5282,-422.1
2905.1,530357,-6.07,5283,-425.9
2905.65,530804,-6.75,5284,-430
2906.2,531284,-7.33,5285,-433.5
2906.75,531795,-7.12,5286,-432.2
2907.3,532302,-7.71,5287,-435.8
2907.85,532841,-7.48,5288,-434.4
2908.4,533375,-7.71,5289,-435.8
2908.95,533926,-7.24,5290,-433
2909.5,534459,-7.2,5291,-432.7
2910.05,534994,-6.64,5292,-429.3
2910.6,535508,-6.99,5293,-431.4
2911.15,536044,-6.76,5294,-430
2911.7,536575,-6.82,5295,-430.3
2912.25,537113,-6.76,5296,-429.9
2912.8,537652,-6.47,5297,-428.12
2913.35,538194,-7.53,5298,-434.5
2913.9,538784,-7.77,5299,-435.9
2914.45,539391,-7.56,5300,-434.6
2915,539991,-7.46,5301,-434
2915.55,540589,-7.55,5302,-434.45
2916.1,541188,-7.43,5303,-433.7
2916.65,541788,-7.28,5304,-432.7
2917.2,542381,-7.1,5305,-431.6
2917.75,542964,-7.24,5306,-432.4
2918.3,543554,-7.35,5307,-433
2918.85,544149,-7.64,5308,-434.8
2919.4,544758,-8.13,5309,-437.8
2919.95,545367,-8.12,5310,-437.8
2920.5,545985,-8.14,5311,-438
2921.05,546604,-7.91,5312,-436.7
2921.6,547202,-7.17,5313,-432.3
2922.15,547746,-6.82,5314,-430.3
2922.7,548280,-7.17,5315,-432.5
2923.25,548818,-7.2,5316,-432.8
2923.8,549348,-6.81,5317,-430.5
2924.35,549855,-6.14,5318,-426.6
2924.9,550322,-5.35,5319,-421.9
2925.45,550761,-5.58,5320,-423.4
2926,551208,-6.28,5321,-427.7
2926.55,551673,-6.48,5322,-429
2927.1,552129,-6.94,5323,-431.9
2927.65,552607,-6.29,5324,-428.1
2928.2,553047,-6.23,5325,-427.8
2928.75,553481,-5.42,5326,-423
2929.3,553874,-5.07,5327,-420.9
2929.85,554250,-4.68,5328,-418.6
2930.4,554604,-4.52,5329,-417.6
2930.95,554948,-4.04,5330,-414.7
2931.5,555265,-3.35,5331,-410.5
2932.05,555563,-3.09,5332,-408.9
2932.6,555844,-3.25,5333,-409.8
2933.15,556126,-4.67,5334,-418.3
2933.7,556411,-4.21,5335,-415.5
2934.25,556719,-4.41,5336,-416.7
2934.8,557013,-5.07,5337,-420.7
2935.35,557308,-4.95,5338,-420
2935.9,557616,-5.38,5339,-422.7
2936.45,557911,-5.49,5340,-423.4
2937,558214,-5.66,5341,-424.5
2937.55,558514,-6.15,5342,-427.5
2938.1,558823,-6.86,5343,-431.9
2938.65,559133,-6.77,5344,-431.5
2939.2,559461,-6.48,5345,-429.9
2939.75,559778,-5.75,5346,-425.7
2940.3,560077,-5.48,5347,-424.2
2940.85,560352,-5.43,5348,-424
2941.4,560625,-5.21,5349,-422.8
2941.95,560890,-5,5350,-421.6
2942.5,561149,-4.65,5351,-419.6
2943.05,561404,-4.49,5352,-418.8
2943.6,561649,-4.64,5353,-419.8
2944.15,561889,-4.07,5354,-416.4
2944.7,562130,-4,5355,-416.1
2945.25,562357,-3.7,5356,-414.4
2945.8,562582,-3.66,5357,-414.2
2946.35,562799,-3.4,5358,-412.7
2946.9,563015,-3.33,5359,-412.4
2947.45,563225,-3.06,5360,-410.8
2948,563433,-3.22,5361,-411.8
2948.55,563636,-2.81,5362,-409.4
2949.1,563841,-2.87,5363,-409.8
2949.65,564039,-2.59,5364,-408.1
2950.2,564238,-2.49,5365,-407.49
2950.75,564432,-2.21,5366,-405.8
2951.3,564627,-2.58,5367,-408.05
2951.85,564815,-2.05,5368,-404.8
2952.4,564994,-2.07,5369,-404.9
2952.95,565179,-2.21,5370,-405.7
2953.5,565365,-2.27,5371,-406
2954.05,565554,-2.08,5372,-404.8
2954.6,565745,-1.63,5373,-402
2955.15,565933,-1.82,5374,-403.1
2955.7,566114,-1.84,5375,-403.1
2956.25,566298,-1.89,5376,-403.3
2956.8,566484,-1.8,5377,-402.7
2957.35,566671,-2.02,5378,-404
2957.9,566857,-1.44,5379,-400.4
2958.45,567047,-1.87,5380,-403
2959,567231,-1.42,5381,-400.2
2959.55,567420,-1.22,5382,-399
2960.1,567602,-1.68,5383,-401.7
2960.65,567781,-1.93,5384,-403.2
2961.2,567969,-1.44,5385,-400.2
2961.75,568161,-1.54,5386,-400.8
2962.3,568346,-1.38,5387,-399.8
2962.85,568532,-1.59,5388,-401.1
2963.4,568716,-1.51,5389,-400.6
2963.95,568905,-1.77,5390,-402.2
2964.5,569093,-1.49,5391,-400.5
2965.05,569285,-1.09,5392,-398.1
2965.6,569474,-1.47,5393,-400.4
2966.15,569656,-1.42,5394,-400.1
2966.7,569845,-1.64,5395,-401.4
2967.25,570034,-1.48,5396,-400.5
2967.8,570228,-1.5,5397,-400.6
2968.35,570419,-1.61,5398,-401.3
2968.9,570612,-1.48,5399,-400.5
2969.45,570807,-1.42,5400,-400.1
2970,571001,-1.49,5401,-400.5
2970.55,571194,-1.45,5402,-400.2
2971.1,571390,-1.38,5403,-399.8
2971.65,571585,-1.44,5404,-400.2
2972.2,571780,-1.69,5405,-401.8
2972.75,571977,-1.51,5406,-400.8
2973.3,572178,-1.79,5407,-402.6
2973.85,572378,-1.86,5408,-403.1
2974.4,572583,-1.43,5409,-400.6
2974.95,572790,-1.53,5410,-401.3
2975.5,572991,-1.32,5411,-400.1
2976.05,573193,-2.15,5412,-405.2
2976.6,573392,-1.63,5413,-402.1
2977.15,573608,-1.35,5414,-400.6
2977.7,573814,-1.29,5415,-400.4
2978.25,574016,-1.76,5416,-403.4
2978.8,574217,-1.31,5417,-400.9
2979.35,574428,-1.41,5418,-401.8
2979.9,574631,-1.23,5419,-400.9
2980.45,574837,-1.22,5420,-401.1
2981,575040,-1.37,5421,-402.2
2981.55,575244,-0.99,5422,-400
2982.1,575452,-1.14,5423,-400.9
2982.65,575654,-1.42,5424,-402.4
2983.2,575861,-1.62,5425,-403.2
2983.75,576076,-1.73,5426,-403.2
2984.3,576297,-1.73,5427,-402.4
2984.85,576523,-2.11,5428,-404.4
2985.4,576749,-1.95,5429,-403.4
2985.95,576981,-1.83,5430,-402.8
2986.5,577214,-1.87,5431,-403
2987.05,577447,-2.27,5432,-405.4
2987.6,577684,-1.95,5433,-403.4
2988.15,577932,-1.83,5434,-402.6
2988.7,578166,-1.71,5435,-401.8
2989.25,578402,-1.36,5436,-399.6
2989.8,578645,-0.92,5437,-396.8
2990.35,578883,-1.08,5438,-397.7
2990.9,579114,-1.1,5439,-397.7
2991.45,579352,-1.06,5440,-397.3
2992,579592,-1.16,5441,-397.8
2992.55,579836,-1.07,5442,-397.1
2993.1,580084,-1.46,5443,-399.3
2993.65,580335,-2.31,5444,-404.3
2994.2,580598,-3.04,5445,-408.6
2994.75,580878,-2.81,5446,-407.1
2995.3,581193,-3.45,5447,-410.9
2995.85,581507,-4.1,5448,-414.8
2996.4,581846,-4.23,5449,-415.5
2996.95,582213,-4.81,5450,-419
2997.5,582592,-5.72,5451,-424.5
2998.05,582999,-6.31,5452,-428.1
2998.6,583449,-7.03,5453,-432.5
2999.15,583928,-6.89,5454,-431.7
2999.7,584446,-5.9,5455,-425.8
3000.25,584984,-5.75,5456,-425
3000.8,585485,-6.1,5457,-427.2
3001.35,585990,-5.49,5458,-423.5
3001.9,586521,-6.52,5459,-429.8
3002.45,587034,-6.73,5460,-431.1
3003,587620,-6.11,5461,-427.5
3003.55,588205,-5.18,5462,-422
3004.1,588778,-4.62,5463,-418.7
3004.65,589314,-4.05,5464,-415.32
3005.2,589830,-3.48,5465,-411.9
3005.75,590337,-3.47,5466,-411.9
3006.3,590816,-4.99,5467,-421.1
3006.85,591301,-5.92,5468,-426.7
3007.4,591862,-5.68,5469,-425.37
3007.95,592474,-5.3,5470,-423.2
3008.5,593083,-5.09,5471,-422
3009.05,593666,-4.63,5472,-419.3
3009.6,594256,-4.32,5473,-417.5
3010.15,594821,-3.89,5474,-414.9
3010.7,595401,-4.42,5475,-418.2
3011.25,595959,-5.44,5476,-424.4
3011.8,596546,-6.31,5477,-429.8
3012.35,597190,-6.7,5478,-432.3
3012.9,597892,-6.42,5479,-430.8
3013.45,598667,-5.54,5480,-425.8
3014,599400,-5.35,5481,-424.89
3014.55,600096,-4.99,5482,-422.9
3015.1,600791,-5.18,5483,-424.2
3015.65,601487,-4.23,5484,-418.6
3016.2,602124,-4.33,5485,-419.3
3016.75,602788,-4.19,5486,-418.6
3017.3,603474,-4.22,5487,-418.9
3017.85,604150,-3.92,5488,-417.2
3018.4,604834,-3.51,5489,-414.8
3018.95,605507,-3.47,5490,-414.6
3019.5,606161,-3.21,5491,-413.1
3020.05,606819,-2.94,5492,-411.51
3020.6,607474,-2.35,5493,-407.9
3021.15,608079,-2.01,5494,-405.8
3021.7,608674,-1.74,5495,-404.1
3022.25,609269,-1.37,5496,-401.7
3022.8,609854,-1.09,5497,-399.9
3023.35,610425,-1.26,5498,-400.74
3023.9,610985,-1.47,5499,-401.75
3024.45,611541,-1.43,5500,-401.29
3025,612130,-1.46,5501,-401.25
3025.55,612717,-1.04,5502,-398.44
3026.1,613310,-1.35,5503,-400.05
3026.65,613878,-1.04,5504,-397.9
3027.2,614466,-1.3,5505,-399.2
3027.75,615060,-0.97,5506,-396.9
3028.3,615672,-1.28,5507,-398.5
3028.85,616273,-1.46,5508,-399.3
3029.4,616895,-1.94,5509,-401.9
3029.95,617533,-2.28,5510,-403.7
3030.5,618205,-1.79,5511,-400.4
3031.05,618904,-2.29,5512,-403.14
3031.6,619576,-2.38,5513,-403.37
3032.15,620278,-1.96,5514,-400.5
3032.7,620950,-1.95,5515,-400.1
3033.25,621644,-2.59,5516,-403.69
3033.8,622342,-2.52,5517,-402.9
3034.35,623054,-2.84,5518,-404.5
3034.9,623796,-2.63,5519,-402.9
3035.45,624562,-2.69,5520,-402.9
3036,625316,-2.2,5521,-399.6
3036.55,626073,-3.19,5522,-405.3
3037.1,626800,-4.42,5523,-412.5
3037.65,627597,-5.54,5524,-419
3038.2,628490,-7.17,5525,-428.7
3038.75,629486,-8.37,5526,-435.8
3039.3,630645,-8.72,5527,-437.8
3039.85,631964,-8.8,5528,-438.3
3040.4,633312,-8.24,5529,-434.9
3040.95,634676,-8.9,5530,-439
3041.5,635956,-8.92,5531,-439.2
3042.05,637310,-8.39,5532,-436.1
3042.6,638664,-8.68,5533,-438
3043.15,639948,-8.84,5534,-439.1
3043.7,641262,-8.86,5535,-439.3
3044.25,642589,-8.21,5536,-435.5
3044.8,643907,-7.73,5537,-432.7
3045.35,645119,-7.68,5538,-432.5
3045.9,646222,-7.71,5539,-432.7
3046.45,647328,-7.82,5540,-433.4
3047,648431,-7.46,5541,-431.2
3047.55,649522,-7.07,5542,-428.9
3048.1,650556,-7.47,5543,-431.3
3048.65,651553,-7.29,5544,-430.2
3049.2,652589,-7.72,5545,-432.9
3049.75,653588,-7.92,5546,-434.2
3050.3,654607,-7.58,5547,-432.2
3050.85,655611,-6.87,5548,-427.9
3051.4,656550,-6.71,5549,-426.9
3051.95,657420,-7.38,5550,-430.93
3052.5,658255,-7.52,5551,-431.7
3053.05,659093,-8.36,5552,-436.7
3053.6,659970,-8.02,5553,-434.6
3054.15,660865,-8.64,5554,-438.4
3054.7,661743,-8.3,5555,-436.3
3055.25,662653,-8,5556,-434.54
3055.8,663513,-7.82,5557,-433.5
3056.35,664289,-8.42,5558,-437.1
3056.9,665075,-8.94,5559,-440.3
3057.45,665887,-9.05,5560,-441
3058,666722,-9.03,5561,-441
3058.55,667546,-8.95,5562,-440.7
3059.1,668348,-8.89,5563,-440.5
3059.65,669129,-8.31,5564,-437.1
3060.2,669852,-7.24,5565,-430.74
3060.75,670509,-7.28,5566,-430.97
3061.3,671102,-7.62,5567,-433
3061.85,671706,-8.16,5568,-436.25
3062.4,672290,-8.25,5569,-436.81
3062.95,672908,-7.99,5570,-435.22
3063.5,673520,-7.68,5571,-433.41
3064.05,674132,-7.51,5572,-432.45
3064.6,674722,-7.05,5573,-429.74
3065.15,675293,-6.54,5574,-426.77
3065.7,675849,-5.94,5575,-423.21
3066.25,676364,-5.89,5576,-423.08
3066.8,676871,-6.71,5577,-428.19
3067.35,677330,-7.34,5578,-432.11
3067.9,677788,-6.9,5579,-429.5
3068.45,678267,-5.65,5580,-422
3069,678780,-4.67,5581,-416.2
3069.55,679269,-5.15,5582,-419.2
3070.1,679721,-5.95,5583,-424.1
3070.65,680122,-6.46,5584,-427.2
3071.2,680542,-7.02,5585,-430.7
3071.75,680987,-7.34,5586,-432.7
3072.3,681449,-6.95,5587,-430.5
3072.85,681935,-6.02,5588,-425.09
3073.4,682433,-5.58,5589,-422.6
3073.95,682912,-5.2,5590,-420.5
3074.5,683371,-5.34,5591,-421.5
3075.05,683792,-5.46,5592,-422.3
3075.6,684198,-5.23,5593,-421
3076.15,684610,-4.83,5594,-418.7
3076.7,685025,-4.68,5595,-417.9
3077.25,685431,-4.62,5596,-417.7
3077.8,685823,-4.61,5597,-417.76
3078.35,686211,-4.41,5598,-416.7
3078.9,686589,-4.07,5599,-414.8
3079.45,686965,-3.97,5600,-414.3
3080,687342,-3.73,5601,-413.05
3080.55,687708,-3.5,5602,-411.8
3081.1,688070,-3.44,5603,-411.6
3081.65,688435,-3.36,5604,-411.3
3082.2,688786,-3.5,5605,-412.3
3082.75,689136,-3.7,5606,-413.7
3083.3,689486,-3.35,5607,-411.7
3083.85,689836,-3.14,5608,-410.6
3084.4,690193,-3.05,5609,-410.2
3084.95,690540,-3.05,5610,-410.4
3085.5,690880,-2.59,5611,-407.7
3086.05,691219,-2.51,5612,-407.4
3086.6,691562,-2.75,5613,-409
3087.15,691888,-2.7,5614,-408.8
3087.7,692210,-2.5,5615,-407.7
3088.25,692539,-2.39,5616,-407.2
3088.8,692871,-2.04,5617,-405.2
3089.35,693188,-1.6,5618,-402.6
3089.9,693514,-1.55,5619,-402.4
3090.45,693830,-1.86,5620,-404.4
3091,694129,-1.82,5621,-404.2
3091.55,694439,-2.08,5622,-405.9
3092.1,694761,-2,5623,-405.5
3092.65,695072,-1.94,5624,-405.2
3093.2,695392,-1.83,5625,-404.6
3093.75,695713,-1.92,5626,-405.2
3094.3,696030,-1.77,5627,-404.3
3094.85,696351,-1.85,5628,-404.8
3095.4,696673,-2.07,5629,-406.1
3095.95,696992,-1.86,5630,-404.8
3096.5,697310,-1.69,5631,-403.7
3097.05,697637,-1.94,5632,-405.2
3097.6,697970,-1.88,5633,-404.8
3098.15,698299,-1.84,5634,-404.5
3098.7,698634,-1.92,5635,-404.9
3099.25,698974,-2.26,5636,-406.9
3099.8,699317,-2.55,5637,-408.6
3100.35,699665,-2.49,5638,-408.2
3100.9,700027,-2.75,5639,-409.7
3101.45,700404,-2.45,5640,-407.8
3102,700784,-2.31,5641,-406.9
3102.55,701177,-2.16,5642,-405.9
3103.1,701564,-1.77,5643,-403.4
3103.65,701952,-2.02,5644,-404.8
3104.2,702339,-2.4,5645,-406.9
3104.75,702719,-2.49,5646,-407.3
3105.3,703114,-2.36,5647,-406.3
3105.85,703529,-2.45,5648,-406.7
3106.4,703956,-2.78,5649,-408.5
3106.95,704384,-3.05,5650,-410
3107.5,704825,-3.21,5651,-410.8
3108.05,705287,-3.21,5652,-410.7
3108.6,705770,-3.46,5653,-412.1
3109.15,706270,-3.75,5654,-413.7
3109.7,706780,-3.7,5655,-413.3
3110.25,707312,-3.67,5656,-413
3110.8,707870,-3.56,5657,-412.2
3111.35,708436,-3.5,5658,-411.7
3111.9,709011,-4.02,5659,-414.7
3112.45,709591,-3.88,5660,-413.7
3113,710178,-4.06,5661,-414.5
3113.55,710806,-4,5662,-413.8
3114.1,711436,-4.05,5663,-413.8
3114.65,712087,-4.19,5664,-414.3
3115.2,712743,-4.29,5665,-414.53
3115.75,713410,-3.9,5666,-411.9
3116.3,714092,-4.02,5667,-412.4
3116.85,714808,-4.23,5668,-413.5
3117.4,715479,-5.2,5669,-419.2
3117.95,716162,-5.26,5670,-419.37
3118.5,716860,-5.59,5671,-421.29
3119.05,717625,-6.23,5672,-425.12
3119.6,718378,-6.47,5673,-426.6
3120.15,719147,-6.92,5674,-429.3
3120.7,720001,-7.13,5675,-430.7
3121.25,720764,-7.9,5676,-435.4
3121.8,721643,-8.77,5677,-440.9
3122.35,722534,-8.32,5678,-438.4
3122.9,723478,-7.14,5679,-431.5
3123.45,724233,-5.75,5680,-423.2
3124,724982,-5.18,5681,-419.9
3124.55,725802,-5.07,5682,-419.48
3125.1,726535,-6.1,5683,-425.9
3125.65,727213,-5.96,5684,-425.2
3126.2,727948,-6.05,5685,-425.9
3126.75,728662,-5.83,5686,-424.7
3127.3,729369,-5.69,5687,-424
3127.85,730050,-5.31,5688,-421.8
3128.4,730709,-5.23,5689,-421.4
3128.95,731331,-5.28,5690,-421.8
3129.5,731946,-4.85,5691,-419.2
3130.05,732602,-4.2,5692,-415.31
3130.6,733241,-3.79,5693,-412.9
3131.15,733803,-3.93,5694,-413.7
3131.7,734327,-3.95,5695,-413.7
3132.25,734843,-4.15,5696,-414.8
3132.8,735336,-3.99,5697,-413.7
3133.35,735855,-3.72,5698,-411.9
3133.9,736355,-4.03,5699,-413.6
3134.45,736837,-4.47,5700,-416.1
3135,737354,-4.52,5701,-416.2
3135.55,737809,-4.76,5702,-417.4
