TSid,dataSetName,archiveType,pub1_authors,pub1_year,pub1_doi,pub2_authors,pub2_year,pub2_doi,originalDataUrl,lat,lon,elevation,siteName,subRegion,minYear,maxYear,proxy,measurementMaterial,variableName,variableNameOriginal,units,description,"paleoDataNotes
",climateVariable,climateVariableDetail,seasonality,direction,basis,calibration_method,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse
LPDbf7cf950c,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,NA,NA,NA,NA,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,11446,pollen,NA,Panom,NA,cm,NA,NA,M,precip,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,NA,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/SouthernCalifornia.OhlweinWahl.2012.html
LPDbf7cf951c,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,NA,NA,NA,NA,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,11446,NA,NA,P-SD,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/SouthernCalifornia.OhlweinWahl.2012.html
LPDbf7cf952c,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,NA,NA,NA,NA,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,11446,NA,NA,P+SD,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/SouthernCalifornia.OhlweinWahl.2012.html
GH7e0c53c5,SouthRhodyBog.Booth.2012,Peat,"Booth, Robert K. ; Jackson, Stephen T. ; Sousa, Valerie A. ; Sullivan, Maura E. ; Minckley, Thomas A. ; Clifford, Michael J.",2012,10.1890/11-1068.1,NA,NA,NA,NA,46.56,-86.07,NA,SouthRhodyBog,unassigned,-38,5158.2,NA,NA,err,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/SouthRhodyBog.Booth.2012.html
PYT9AA507VP,SP02.Adams.2010,LakeSediment,NA,2010,10.1016/j.quascirev.2010.05.033,NA,NA,NA,NA,68.55,-83.29,220,SP02,NA,1455.224,7855,NA,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/SP02.Adams.2010.html
SP10WINZ01A_d18O_corr,SP10WINZ.Williams.2010,Speleothem,"Williams, Paul ; Neil, Helen ; Zhao, Jian-Xin",2010,10.5038/1827-806X.39.2.5,"Williams, P.W. ; King, D.N.T. ; Zhao, J.-X. ; Collerson, K.D.",2010,10.1016/j.epsl.2004.10.024,NA,-42,172,NA,"South Island Composite Record, New Zealand",NA,453,29821,NA,carbonate,d13C,NA,permil,carbonate,; archiveType changed - was originally Speleothem (SP),Precipitation_amount,Monsoon strength,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/SP10WINZ.Williams.2010.html
SP10WINZ01A_d13C,SP10WINZ.Williams.2010,Speleothem,"Williams, Paul ; Neil, Helen ; Zhao, Jian-Xin",2010,10.5038/1827-806X.39.2.5,"Williams, P.W. ; King, D.N.T. ; Zhao, J.-X. ; Collerson, K.D.",2010,10.1016/j.epsl.2004.10.024,NA,-42,172,NA,"South Island Composite Record, New Zealand",NA,453,29821,NA,carbonate,d18O,NA,permil,carbonate,; archiveType changed - was originally Speleothem (SP),NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/SP10WINZ.Williams.2010.html
PYTHHASQEBI,spaime.Hammarlund.2004,LakeSediment,NA,2004,10.1191/0959683604hl756rp,NA,NA,NA,NA,63.12,12.32,887,spaime,NA,46.62,9403.307,NA,NA,d18O,NA,permil v smow,NA,NA,MODE,NAO,winter,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/spaime.Hammarlund.2004.html
LPD257214a7,SpringValleyCave.Denniston.1999,Speleothem,"Denniston, Rhawn F. ; Gonzalez, Luis A. ; Baker, Richard G. ; Asmerom, Yemane ; Reagan, Mark K. ; Edwards, R. Lawrence ; Alexander, E. Calvin",1999,10.1191/095968399674716399,NA,NA,NA,NA,43.74,-92.41,394,SpringValleyCave,unassigned,-45,8472,d13C,NA,d13C,NA,PDB,NA,links to vegetation and moisture,NA,NA,NA,negative,NA,NA,NA,FALSE,NA,reject vauge climate interpretation (vegetation and wetter and warmer vs colder and dryer...),http://lipdverse.org/globalHolocene/0_23_0/SpringValleyCave.Denniston.1999.html
GHd7b87380,SpringValleyCave.Denniston.1999,Speleothem,"Denniston, Rhawn F. ; Gonzalez, Luis A. ; Baker, Richard G. ; Asmerom, Yemane ; Reagan, Mark K. ; Edwards, R. Lawrence ; Alexander, E. Calvin",1999,10.1191/095968399674716399,NA,NA,NA,NA,43.74,-92.41,394,SpringValleyCave,unassigned,-45,8472,d18O,NA,d18O,NA,m,NA,links to precip and temperature..,NA,NA,NA,negative,NA,NA,NA,FALSE,NA,reject vauge climate interpretation (wetter and warmer vs colder and dryer...),http://lipdverse.org/globalHolocene/0_23_0/SpringValleyCave.Denniston.1999.html
LPDf41c0fcf,SS1381.Anderson.2012,LakeSediment,"Anderson, N. J. ; Liversidge, A. C. ; McGowan, S. ; Jones, M. D.",2012,10.1007/s10933-012-9616-3,NaN,NA,NA,NA,67.014,-51.102,196,SS1381,unassigned,46,8429.3,NA,NA,mineral_flux,NA,gomcm2yr-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
LPD1498ea89,SS1381.Anderson.2012,LakeSediment,"Anderson, N. J. ; Liversidge, A. C. ; McGowan, S. ; Jones, M. D.",2012,10.1007/s10933-012-9616-3,NaN,NA,NA,NA,67.014,-51.102,196,SS1381,unassigned,46,8429.3,mineral,NA,thickness,NA,cm2yr-1,NA,; paleoData_proxy changed - was originally mineral_flux,M,eff,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,NA,TRUE,NA,NA,NA
LPD10b51e01,SS1381.Anderson.2012,LakeSediment,"Anderson, N. J. ; Liversidge, A. C. ; McGowan, S. ; Jones, M. D.",2012,10.1007/s10933-012-9616-3,NaN,NA,NA,NA,67.014,-51.102,196,SS1381,unassigned,46,8429.3,NA,NA,CCA1,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
LPD79b9b793,SS16.Perren.2012,LakeSediment,"Perren, Bianca B. ; Anderson, N. John ; Douglas, Marianne S. V. ; Fritz, Sherilyn C.",2012,10.1007/s10933-012-9613-6,NaN,NA,NA,NA,66.91,-50.46,477,SS16,unassigned,-49.649,8327.698,diatom,NA,CCA1,NA,NA,NA,NA,M,eff,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,NA,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_20_1/SS16.Perren.2012.html
LPDd465f31a,SS16.Perren.2012,LakeSediment,"Perren, Bianca B. ; Anderson, N. John ; Douglas, Marianne S. V. ; Fritz, Sherilyn C.",2012,10.1007/s10933-012-9613-6,NaN,NA,NA,NA,66.91,-50.46,477,SS16,unassigned,-49.649,8327.698,NA,NA,CCA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_20_1/SS16.Perren.2012.html
LPD7c286fee,SS49.Perren.2012,LakeSediment,"Perren, Bianca B. ; Anderson, N. John ; Douglas, Marianne S. V. ; Fritz, Sherilyn C.",2012,10.1007/s10933-012-9613-6,NaN,NA,NA,NA,66.86,-52.64,330,SS49,unassigned,169.75,9533.766,diatom,NA,CCA1,NA,NA,NA,NA,M,eff,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,NA,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_20_1/SS49.Perren.2012.html
LPD7be6185d,SS49.Perren.2012,LakeSediment,"Perren, Bianca B. ; Anderson, N. John ; Douglas, Marianne S. V. ; Fritz, Sherilyn C.",2012,10.1007/s10933-012-9613-6,NaN,NA,NA,NA,66.86,-52.64,330,SS49,unassigned,169.75,9533.766,NA,NA,CCA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_20_1/SS49.Perren.2012.html
LPD378db911,SS8.Anderson.2012,LakeSediment,"Anderson, N. J. ; Liversidge, A. C. ; McGowan, S. ; Jones, M. D.",2012,10.1007/s10933-012-9616-3,NaN,NA,NA,NA,67.011,-51.074,188,SS8,unassigned,1856,8761,mineral,NA,C_organic_flux,NA,cm2yr-1,NA,; paleoData_proxy changed - was originally mineral_flux,M,eff,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,NA,TRUE,NA,NA,NA
LPD77707982,SS8.Anderson.2012,LakeSediment,"Anderson, N. J. ; Liversidge, A. C. ; McGowan, S. ; Jones, M. D.",2012,10.1007/s10933-012-9616-3,NaN,NA,NA,NA,67.011,-51.074,188,SS8,unassigned,1856,8761,NA,NA,temperature,SST,gm2yr-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA
Rrn8wdn4aUB,StaroselskyMoch.Pollen.Russia,Peat,"Novenko, E Yu ; Tsyganov, A N ; Olchev, A V",2018,10.1088/1755-1315/107/1/012104,"Novenko, E.Yu. ; Volkova, E.M. ; Nosova, N.B. ; Zuganova, I.S.",2009,10.1016/j.quaint.2008.12.006,NA,56.2855,32.0278,255,Staroselsky Moch,NA,-19,9792,pollen,NA,OriginalSampleID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,BASD,NA,http://lipdverse.org/globalHolocene/0_23_0/StaroselskyMoch.Pollen.Russia.html
RCs1KA5yQee,StaroselskyMoch.Pollen.Russia,Peat,"Novenko, E Yu ; Tsyganov, A N ; Olchev, A V",2018,10.1088/1755-1315/107/1/012104,"Novenko, E.Yu. ; Volkova, E.M. ; Nosova, N.B. ; Zuganova, I.S.",2009,10.1016/j.quaint.2008.12.006,NA,56.2855,32.0278,255,Staroselsky Moch,NA,-19,9792,pollen,NA,uncertainty,Uncertaintyplus1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,BASD,NA,http://lipdverse.org/globalHolocene/0_23_0/StaroselskyMoch.Pollen.Russia.html
RS1XFxnNT8Z,StaroselskyMoch.Pollen.Russia,Peat,"Novenko, E Yu ; Tsyganov, A N ; Olchev, A V",2018,10.1088/1755-1315/107/1/012104,"Novenko, E.Yu. ; Volkova, E.M. ; Nosova, N.B. ; Zuganova, I.S.",2009,10.1016/j.quaint.2008.12.006,NA,56.2855,32.0278,255,Staroselsky Moch,NA,-19,9792,pollen,NA,uncertainty,Uncertaintyminus1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,BASD,NA,http://lipdverse.org/globalHolocene/0_23_0/StaroselskyMoch.Pollen.Russia.html
RcsEIxLAXUU,StaroselskyMoch.Pollen.Russia,Peat,"Novenko, E Yu ; Tsyganov, A N ; Olchev, A V",2018,10.1088/1755-1315/107/1/012104,"Novenko, E.Yu. ; Volkova, E.M. ; Nosova, N.B. ; Zuganova, I.S.",2009,10.1016/j.quaint.2008.12.006,NA,56.2855,32.0278,255,Staroselsky Moch,NA,-19,9792,pollen,NA,reliable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,BASD,NA,http://lipdverse.org/globalHolocene/0_23_0/StaroselskyMoch.Pollen.Russia.html
Rdv8jcWlwA0,StaroselskyMoch.Pollen.Russia,Peat,"Novenko, E Yu ; Tsyganov, A N ; Olchev, A V",2018,10.1088/1755-1315/107/1/012104,"Novenko, E.Yu. ; Volkova, E.M. ; Nosova, N.B. ; Zuganova, I.S.",2009,10.1016/j.quaint.2008.12.006,NA,56.2855,32.0278,255,Staroselsky Moch,NA,-19,9792,pollen,NA,uncertainty,Uncertaintyplus2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,BASD,NA,http://lipdverse.org/globalHolocene/0_23_0/StaroselskyMoch.Pollen.Russia.html
Rh9xTY4jOKk,StaroselskyMoch.Pollen.Russia,Peat,"Novenko, E Yu ; Tsyganov, A N ; Olchev, A V",2018,10.1088/1755-1315/107/1/012104,"Novenko, E.Yu. ; Volkova, E.M. ; Nosova, N.B. ; Zuganova, I.S.",2009,10.1016/j.quaint.2008.12.006,NA,56.2855,32.0278,255,Staroselsky Moch,NA,-19,9792,pollen,NA,uncertainty,Uncertaintyminus2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,BASD,NA,http://lipdverse.org/globalHolocene/0_23_0/StaroselskyMoch.Pollen.Russia.html
RT5Fy3hYuiW,StaroselskyMoch.Pollen.Russia,Peat,"Novenko, E Yu ; Tsyganov, A N ; Olchev, A V",2018,10.1088/1755-1315/107/1/012104,"Novenko, E.Yu. ; Volkova, E.M. ; Nosova, N.B. ; Zuganova, I.S.",2009,10.1016/j.quaint.2008.12.006,NA,56.2855,32.0278,255,Staroselsky Moch,NA,-19,9792,pollen,NA,reliable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,BASD,NA,http://lipdverse.org/globalHolocene/0_23_0/StaroselskyMoch.Pollen.Russia.html
RZOr35YNbAb,StaroselskyMoch.Pollen.Russia,Peat,"Novenko, E Yu ; Tsyganov, A N ; Olchev, A V",2018,10.1088/1755-1315/107/1/012104,"Novenko, E.Yu. ; Volkova, E.M. ; Nosova, N.B. ; Zuganova, I.S.",2009,10.1016/j.quaint.2008.12.006,NA,56.2855,32.0278,255,Staroselsky Moch,NA,-19,9792,pollen,NA,uncertainty,Uncertaintyplus3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,BASD,NA,http://lipdverse.org/globalHolocene/0_23_0/StaroselskyMoch.Pollen.Russia.html
RSLxWoNbSxn,StaroselskyMoch.Pollen.Russia,Peat,"Novenko, E Yu ; Tsyganov, A N ; Olchev, A V",2018,10.1088/1755-1315/107/1/012104,"Novenko, E.Yu. ; Volkova, E.M. ; Nosova, N.B. ; Zuganova, I.S.",2009,10.1016/j.quaint.2008.12.006,NA,56.2855,32.0278,255,Staroselsky Moch,NA,-19,9792,pollen,NA,uncertainty,Uncertaintyminus3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,BASD,NA,http://lipdverse.org/globalHolocene/0_23_0/StaroselskyMoch.Pollen.Russia.html
RLL6eHMlmT7,StaroselskyMoch.Pollen.Russia,Peat,"Novenko, E Yu ; Tsyganov, A N ; Olchev, A V",2018,10.1088/1755-1315/107/1/012104,"Novenko, E.Yu. ; Volkova, E.M. ; Nosova, N.B. ; Zuganova, I.S.",2009,10.1016/j.quaint.2008.12.006,NA,56.2855,32.0278,255,Staroselsky Moch,NA,-19,9792,pollen,NA,reliable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,BASD,NA,http://lipdverse.org/globalHolocene/0_23_0/StaroselskyMoch.Pollen.Russia.html
PYTZ2XM01EM,starvatn.Andresen.2006,LakeSediment,NA,2006,10.1111/j.1502-3885.2006.tb01110.x,NA,NA,NA,NA,62.05,-6.59,94,starvatn,NA,1521.231,11077.143,NA,NA,mineral_flux,NA,grains>255 micron/cm2/yr,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/starvatn.Andresen.2006.html
WEBe86c3850,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,TFEV_i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB219bb723,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,TFEV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB9b9fe4ce,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,TFEV_s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB55a8955e,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,TFEV/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB630281bf,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SFEV_i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEBf35ccd49,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SFEV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB530c34d4,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SFEV_s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEBdfe80620,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SFEV/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEBbffe27a8,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,THIV_i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEBb2b90adc,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,THIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB979f32af,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,THIV_s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB79168f92,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,THIV/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB7981e0bb,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SHIV_i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB668c53ad,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SHIV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB8b54567d,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SHIV_s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEBf735a0d6,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SHIV/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEBf7e97d2c,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,temperature,TAUG_i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEBe5d5c17a,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,temperature,TAUG_s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB0911d108,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,temperature,TAUG/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEBef149c50,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SAUG_i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB18d3e2dc,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SAUG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEBc6ba74c8,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SAUG_s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB6259e3cf,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SAUG/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEBfd4ee3a0,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,TETE_i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB6179b3f9,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,TETE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB6e01a776,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,TETE_s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB29bdb01b,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,TETE/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB6d36256c,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SETE_i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
WEB946f8057,Station803.Bringue.2012,MarineSediment,"Bringue, Manuel ; Rochon, Andre",2012,10.1016/j.margeo.2011.11.004,NA,NA,NA,NA,70.6328,-135.8803,-218,Station 803,WNA,256.45,4589.6,NA,NA,SETE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Station803.Bringue.2012.html
