TSid,dataSetName,archiveType,pub1_authors,pub1_year,pub1_doi,pub2_authors,pub2_year,pub2_doi,originalDataUrl,lat,lon,elevation,siteName,subRegion,minYear,maxYear,proxy,measurementMaterial,variableName,units,paleoDataNotes,climateVariable,climateVariableDetail,seasonality,direction,calibration_method,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse
LPD5024de7f,SO136GC11.Barrows.2007,MarineSediment,"Barrows, T. T. ; Lehman, S. J. ; Fifield, L. K. ; De Deckker, P.",2007,10.1126/science.1145873,NaN,,,,-43.5,167.9,,SO136-GC11,unassigned,50,13830,,,Uk37,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO136GC11.Barrows.2007.html
GH1e0d8189,SO136GC11.Barrows.2007,MarineSediment,"Barrows, T. T. ; Lehman, S. J. ; Fifield, L. K. ; De Deckker, P.",2007,10.1126/science.1145873,NaN,,,,-43.5,167.9,,SO136-GC11,unassigned,50,13830,alkenone,,temperature,degC,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/SO136GC11.Barrows.2007.html
hobdob1595,SO139-74KL.Luckge.2008,MarineSediment,"Lueckge, Andreas ; Mohtadi, Mahyar ; Ruehlemann, Carsten ; Scheeder, Georg ; Vink, Annemiek ; Reinhardt, Lutz ; Wiedicke, Michael",2009,10.1029/2008PA001627,,,,https://doi.pangaea.de/10.1594/PANGAEA.882100,-6.543,103.833,-1690,SO139-74KL,unassigned,1007,292000,,,Uk37,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO139-74KL.Luckge.2008.html
dearFatcat100,SO139-74KL.Luckge.2008,MarineSediment,"Lueckge, Andreas ; Mohtadi, Mahyar ; Ruehlemann, Carsten ; Scheeder, Georg ; Vink, Annemiek ; Reinhardt, Lutz ; Wiedicke, Michael",2009,10.1029/2008PA001627,,,,https://doi.pangaea.de/10.1594/PANGAEA.882100,-6.543,103.833,-1690,SO139-74KL,unassigned,1007,292000,alkenone,,temperature,degC,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/SO139-74KL.Luckge.2008.html
30milehsbarn,SO139-74KL.Luckge.2008,MarineSediment,"Lueckge, Andreas ; Mohtadi, Mahyar ; Ruehlemann, Carsten ; Scheeder, Georg ; Vink, Annemiek ; Reinhardt, Lutz ; Wiedicke, Michael",2009,10.1029/2008PA001627,,,,https://doi.pangaea.de/10.1594/PANGAEA.882100,-6.543,103.833,-1690,SO139-74KL,unassigned,1007,292000,,,Gruber,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO139-74KL.Luckge.2008.html
uglyPinStripe4,SO139-74KL.Luckge.2008,MarineSediment,"Lueckge, Andreas ; Mohtadi, Mahyar ; Ruehlemann, Carsten ; Scheeder, Georg ; Vink, Annemiek ; Reinhardt, Lutz ; Wiedicke, Michael",2009,10.1029/2008PA001627,,,,https://doi.pangaea.de/10.1594/PANGAEA.882100,-6.543,103.833,-1690,SO139-74KL,unassigned,1007,292000,,,TOC,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO139-74KL.Luckge.2008.html
LPDc07cf718,SO189-119KL.Mohtadi.2014,MarineSediment,"Mohtadi, Mahyar ; Prange, Matthias ; Oppo, Delia W. ; De Pol-Holz, Ricardo ; Merkel, Ute ; Zhang, Xiao ; Steinke, Stephan ; Lueckge, Andreas",2014,10.1038/nature13196,,,,https://www.ncdc.noaa.gov/paleo/study/19139,3.5167,96.3167,-808,SO189-119KL,unassigned,60,36060,,,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO189-119KL.Mohtadi.2014.html
LPD35f2c581,SO189-119KL.Mohtadi.2014,MarineSediment,"Mohtadi, Mahyar ; Prange, Matthias ; Oppo, Delia W. ; De Pol-Holz, Ricardo ; Merkel, Ute ; Zhang, Xiao ; Steinke, Stephan ; Lueckge, Andreas",2014,10.1038/nature13196,,,,https://www.ncdc.noaa.gov/paleo/study/19139,3.5167,96.3167,-808,SO189-119KL,unassigned,60,36060,Mg/Ca,,temperature,degC,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/SO189-119KL.Mohtadi.2014.html
LPD1d1e6750,SO189-119KL.Mohtadi.2014,MarineSediment,"Mohtadi, Mahyar ; Prange, Matthias ; Oppo, Delia W. ; De Pol-Holz, Ricardo ; Merkel, Ute ; Zhang, Xiao ; Steinke, Stephan ; Lueckge, Andreas",2014,10.1038/nature13196,,,,https://www.ncdc.noaa.gov/paleo/study/19139,3.5167,96.3167,-808,SO189-119KL,unassigned,60,36060,,,d18Osw-sl-g.rubw,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO189-119KL.Mohtadi.2014.html
LPD8a627fff,SO189-39KL.Mohtadi.2014,MarineSediment,"Mohtadi, Mahyar ; Prange, Matthias ; Oppo, Delia W. ; De Pol-Holz, Ricardo ; Merkel, Ute ; Zhang, Xiao ; Steinke, Stephan ; Lueckge, Andreas",2014,10.1038/nature13196,,,,https://www.ncdc.noaa.gov/paleo/study/19139,-0.7833,99.9,-517,SO189-119KL,unassigned,410,45330,,,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO189-39KL.Mohtadi.2014.html
LPDdaddb218,SO189-39KL.Mohtadi.2014,MarineSediment,"Mohtadi, Mahyar ; Prange, Matthias ; Oppo, Delia W. ; De Pol-Holz, Ricardo ; Merkel, Ute ; Zhang, Xiao ; Steinke, Stephan ; Lueckge, Andreas",2014,10.1038/nature13196,,,,https://www.ncdc.noaa.gov/paleo/study/19139,-0.7833,99.9,-517,SO189-119KL,unassigned,410,45330,Mg/Ca,,temperature,degC,"Globigerinoides ruber white sensu stricto, calculated after Anand et al. (2003),N",T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/SO189-39KL.Mohtadi.2014.html
LPD1756fdf4,SO189-39KL.Mohtadi.2014,MarineSediment,"Mohtadi, Mahyar ; Prange, Matthias ; Oppo, Delia W. ; De Pol-Holz, Ricardo ; Merkel, Ute ; Zhang, Xiao ; Steinke, Stephan ; Lueckge, Andreas",2014,10.1038/nature13196,,,,https://www.ncdc.noaa.gov/paleo/study/19139,-0.7833,99.9,-517,SO189-119KL,unassigned,410,45330,,,d18Osw-sl-g.rubw,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO189-39KL.Mohtadi.2014.html
Rh47NU9GjOt,SO42_74KL,MarineSediment,"Sirocko, F",2000,10.1016/S0921-8181(00)00046-1,"Sirocko, F. ; Sarnthein, M. ; Erlenkeuser, H. ; Lange, H. ; Arnold, M. ; Duplessy, J. C.",2000,10.1038/364322a0,,14.321,57.347,-3212,SO42_74KL,,210,11280,alkenone,UK37,temperature,degC,"Calculated from UK37 (Prahl et al., 1988); SST = (UK37-0.039)/0.034",T,,,,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/SO42_74KL.html
Rm6U0TeZKat,SO42_74KL,MarineSediment,"Sirocko, F",2000,10.1016/S0921-8181(00)00046-1,"Sirocko, F. ; Sarnthein, M. ; Erlenkeuser, H. ; Lange, H. ; Arnold, M. ; Duplessy, J. C.",2000,10.1038/364322a0,,14.321,57.347,-3212,SO42_74KL,,Inf,-Inf,foraminifera,planktic foraminifera assemblage,temperature,degC,"Calculated from transfer function FI-2 (Hutson & Prell, 1980)",T,,Winter,positive,,,TRUE-1,,,http://lipdverse.org/globalHolocene/0_25_5/SO42_74KL.html
Rq6GES99dEo,SO42_74KL,MarineSediment,"Sirocko, F",2000,10.1016/S0921-8181(00)00046-1,"Sirocko, F. ; Sarnthein, M. ; Erlenkeuser, H. ; Lange, H. ; Arnold, M. ; Duplessy, J. C.",2000,10.1038/364322a0,,14.321,57.347,-3212,SO42_74KL,,Inf,-Inf,foraminifera,planktic foraminifera assemblage,planktic.d18O,degC,"Calculated from transfer function FI-2 (Hutson & Prell, 1980)",T,,Summer,positive,,,TRUE-2,,,http://lipdverse.org/globalHolocene/0_25_5/SO42_74KL.html
RRDZgNq0gYv,SO42_74KL,MarineSediment,"Sirocko, F",2000,10.1016/S0921-8181(00)00046-1,"Sirocko, F. ; Sarnthein, M. ; Erlenkeuser, H. ; Lange, H. ; Arnold, M. ; Duplessy, J. C.",2000,10.1038/364322a0,,14.321,57.347,-3212,SO42_74KL,,Inf,-Inf,foraminifera,planktic foraminifera assemblage,temperature; planktic.d18OComposite,degC,"Calculated from transfer function FI-2 (Hutson & Prell, 1980)",T,,Winter; Summer,positive,,Temp12k,TRUE,,"; this timeseries was composited programmatically, with the assumption that all values are measured at equivalent levels",http://lipdverse.org/globalHolocene/0_25_5/SO42_74KL.html
R2NKfGCV6wZ,SO42_74KL,MarineSediment,"Sirocko, F",2000,10.1016/S0921-8181(00)00046-1,"Sirocko, F. ; Sarnthein, M. ; Erlenkeuser, H. ; Lange, H. ; Arnold, M. ; Duplessy, J. C.",2000,10.1038/364322a0,,14.321,57.347,-3212,SO42_74KL,,Inf,-Inf,,planktic foraminifera calcite,planktic.d13C,permil,changed from pink,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO42_74KL.html
RW4Fmqry5AQ,SO42_74KL,MarineSediment,"Sirocko, F",2000,10.1016/S0921-8181(00)00046-1,"Sirocko, F. ; Sarnthein, M. ; Erlenkeuser, H. ; Lange, H. ; Arnold, M. ; Duplessy, J. C.",2000,10.1038/364322a0,,14.321,57.347,-3212,SO42_74KL,,Inf,-Inf,,planktic foraminifera calcite,CaCO3,permil,changed from pink,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO42_74KL.html
RvELT5it9kL,SO42_74KL,MarineSediment,"Sirocko, F",2000,10.1016/S0921-8181(00)00046-1,"Sirocko, F. ; Sarnthein, M. ; Erlenkeuser, H. ; Lange, H. ; Arnold, M. ; Duplessy, J. C.",2000,10.1038/364322a0,,14.321,57.347,-3212,SO42_74KL,,Inf,-Inf,,bulk sediment,d18O,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO42_74KL.html
RqFRhvLpRRc,SO42_74KL,MarineSediment,"Sirocko, F",2000,10.1016/S0921-8181(00)00046-1,"Sirocko, F. ; Sarnthein, M. ; Erlenkeuser, H. ; Lange, H. ; Arnold, M. ; Duplessy, J. C.",2000,10.1038/364322a0,,14.321,57.347,-3212,SO42_74KL,,Inf,-Inf,,benthic foraminifera calcite,d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO42_74KL.html
R19faE7v2sV,SO42_74KL,MarineSediment,"Sirocko, F",2000,10.1016/S0921-8181(00)00046-1,"Sirocko, F. ; Sarnthein, M. ; Erlenkeuser, H. ; Lange, H. ; Arnold, M. ; Duplessy, J. C.",2000,10.1038/364322a0,,14.321,57.347,-3212,SO42_74KL,,Inf,-Inf,,benthic foraminifera calcite,TOC,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO42_74KL.html
RL1UFqPmVOV,SO42_74KL,MarineSediment,"Sirocko, F",2000,10.1016/S0921-8181(00)00046-1,"Sirocko, F. ; Sarnthein, M. ; Erlenkeuser, H. ; Lange, H. ; Arnold, M. ; Duplessy, J. C.",2000,10.1038/364322a0,,14.321,57.347,-3212,SO42_74KL,,Inf,-Inf,,bulk sediment,temperature,percent,TOC = TC - CaCO3,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO42_74KL.html
RfOqYf6ktxg,SO90_56KA,MarineSediment,"Doose-Rolinski, Heidi ; Rogalla, Ulf ; Scheeder, Georg ; Lueckge, Andreas ; von Rad, Ulrich",2001,10.1029/2000PA000511,"von Rad, Ulrich ; Schaaf, Michael ; Michels, Klaus H. ; Schulz, Hartmut ; Berger, Wolfgang H. ; Sirocko, Frank",2001,10.1006/qres.1998.2016,,24.833,65.916,-695,SO90_56KA,,6,4883,alkenone,,planktic.d18O,degC,"Calculated from UK37 (Sonzogni et al., 1998)",T,surface.temp,1 2 3 4 5 6 7 8 9 10 11 12,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/SO90_56KA.html
Rj2KhAUlWb5,SO90_56KA,MarineSediment,"Doose-Rolinski, Heidi ; Rogalla, Ulf ; Scheeder, Georg ; Lueckge, Andreas ; von Rad, Ulrich",2001,10.1029/2000PA000511,"von Rad, Ulrich ; Schaaf, Michael ; Michels, Klaus H. ; Schulz, Hartmut ; Berger, Wolfgang H. ; Sirocko, Frank",2001,10.1006/qres.1998.2016,,24.833,65.916,-695,SO90_56KA,,152,4883,,planktic foraminifera calcite,d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SO90_56KA.html
LPD6a56b896,Sofular.Fleitmann.2009,Speleothem,"Fleitmann, D. ; Cheng, H. ; Badertscher, S. ; Edwards, R. L. ; Mudelsee, M. ; Goektuerk, O. M. ; Fankhauser, A. ; Pickering, R. ; Raible, C. C. ; Matter, A. ; Kramers, J. ; Tueysuez, O.",2009,10.1029/2009GL040050,,,,https://www.ncdc.noaa.gov/paleo/study/8637,41.4167,31.9333,700,Sofular,unassigned,-56,50274.5,,,d13C,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Sofular.Fleitmann.2009.html
LPD38727801,Sofular.Fleitmann.2009,Speleothem,"Fleitmann, D. ; Cheng, H. ; Badertscher, S. ; Edwards, R. L. ; Mudelsee, M. ; Goektuerk, O. M. ; Fankhauser, A. ; Pickering, R. ; Raible, C. C. ; Matter, A. ; Kramers, J. ; Tueysuez, O.",2009,10.1029/2009GL040050,,,,https://www.ncdc.noaa.gov/paleo/study/8637,41.4167,31.9333,700,Sofular,unassigned,-56,50274.5,d18O,,d18O,,,M,monsoon,,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Sofular.Fleitmann.2009.html
LPDd7ba1947,Sonk11D.Lauterbach.2014,LakeSediment,"Lauterbach, Stefan ; Witt, Roman ; Plessen, Birgit ; Dulski, Peter ; Prasad, Sushma ; Mingram, Jens ; Gleixner, Gerd ; Hettler-Riedel, Sabine ; Stebich, Martina ; Schnetger, Bernhard ; Schwalb, Antje ; Schwarz, Anja",2014,10.1177/0959683614534741,,,,,41.7939,75.1961,3016,Sonk11D,unassigned,-44.9,5988.8,,,C170x2D28,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Sonk11D.Lauterbach.2014.html
LPD343ffe05,Sonk11D.Lauterbach.2014,LakeSediment,"Lauterbach, Stefan ; Witt, Roman ; Plessen, Birgit ; Dulski, Peter ; Prasad, Sushma ; Mingram, Jens ; Gleixner, Gerd ; Hettler-Riedel, Sabine ; Stebich, Martina ; Schnetger, Bernhard ; Schwalb, Antje ; Schwarz, Anja",2014,10.1177/0959683614534741,,,,,41.7939,75.1961,3016,Sonk11D,unassigned,-44.9,5988.8,dD,,dD,permil,,M,,1 2 3 4 5 6 7 8 9 10 11 12,negative,,,TRUE,,climate impact of the Westerlies was apparently not only restricted to the summer season but also significant during winter as indicated by recurrent episodes of enhanced allochthonous input through snowmelt,http://lipdverse.org/globalHolocene/0_25_5/Sonk11D.Lauterbach.2014.html
LPDe4137c97,SoreqCave,Speleothem,"Bar-Matthews, Miryam ; Ayalon, Avner ; Gilmour, Mabs ; Matthews, Alan ; Hawkesworth, Chris J.",2003,10.1016/S0016-7037(02)01031-1,NaN,,,,31.45,35.03,680,SoreqCave,unassigned,0,184000,d18O,Speleothem,d18O,permil,,M,,1 2 3 4 5 6 7 8 9 10 11 12,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/SoreqCave.html
LPDa57a56a6,SoreqCave,Speleothem,"Bar-Matthews, Miryam ; Ayalon, Avner ; Gilmour, Mabs ; Matthews, Alan ; Hawkesworth, Chris J.",2003,10.1016/S0016-7037(02)01031-1,NaN,,,,31.45,35.03,680,SoreqCave,unassigned,0,184000,,,d13C,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SoreqCave.html
GH20fadeae,South_Island,MarineSediment,"Williams, P.W. ; King, D.N.T. ; Zhao, J.-X. ; Collerson, K.D.",2005,10.1016/j.epsl.2004.10.024,NaN,,,,-42,172,,SouthIsland,unassigned,508.015,29876,d13C,,d13C,permil,,M,,,negative,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/South_Island.html
GH4ee51c1b,South_Island,MarineSediment,"Williams, P.W. ; King, D.N.T. ; Zhao, J.-X. ; Collerson, K.D.",2005,10.1016/j.epsl.2004.10.024,NaN,,,,-42,172,,SouthIsland,unassigned,508.015,29876,,,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/South_Island.html
GH7a27907e,South_Island,MarineSediment,"Williams, P.W. ; King, D.N.T. ; Zhao, J.-X. ; Collerson, K.D.",2005,10.1016/j.epsl.2004.10.024,NaN,,,,-42,172,,SouthIsland,unassigned,508.015,29876,d18O,,corec_d180,permil,icevolcorrectedd18O,T,sea@surface,,positive,,Temp12k,TRUE,DK,"Author's say, ""Delta 18O values are interpreted as having a first order positive relationship to temperature, but also to be influenced by precipitation in a complex manner.""",http://lipdverse.org/globalHolocene/0_25_5/South_Island.html
LPDb59e4b87,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,10469,11446,pollen,,Tanom,degC,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPDd88d222a,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,10469,11446,,,T-SD,degC,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPDf970effe,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,10469,11446,,,T+SD,degC,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPDf970effe1,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,10469,11446,pollen,,Panom,cm,,M,precip,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPDf970effe2,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,10469,11446,,,p-SD,cm,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPDf970effe3,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,10469,11446,,,p+SD,cm,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPDf970effe4,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,10469,11446,,,CoreSite,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPD537be86c,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,9276,pollen,,Tanom,degC,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPD387da3e9,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,9276,,,T-SD,degC,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPDa6507caf,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,9276,,,T+SD,degC,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPD387da3e90,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,9276,pollen,,Panom,cm,,M,precip,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPD387da3e10,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,9276,,,p-SD,cm,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPD387da3e11,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,9276,,,p+SD,cm,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPD387da3e12,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,9276,,,CoreSite,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPD981a64bd,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,11446,,,core,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPDbf7cf949,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,11446,pollen,,Tanon,degC,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPD9e9f437d,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,11446,,,T-SD,degC,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPDbf7cf9491,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,11446,,,T+SD,degC,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPDbf7cf950c,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,11446,pollen,,Panom,cm,,M,precip,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPDbf7cf951c,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,11446,,,P-SD,cm,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
LPDbf7cf952c,SouthernCalifornia.OhlweinWahl.2012,LakeSediment,"Ohlwein, Christian ; Wahl, Eugene R.",2012,10.1016/j.quascirev.2011.11.002,,,,,33.7689,-116.66,2399,SouthernCalifornia,WNA,408,11446,,,P+SD,cm,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthernCalifornia.OhlweinWahl.2012.html
GH7e0c53c5,SouthRhodyBog.Booth.2012,Peat,"Booth, Robert K. ; Jackson, Stephen T. ; Sousa, Valerie A. ; Sullivan, Maura E. ; Minckley, Thomas A. ; Clifford, Michael J.",2012,10.1890/11-1068.1,,,,,46.56,-86.07,,SouthRhodyBog,unassigned,-38,5158.2,,,err,cm,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SouthRhodyBog.Booth.2012.html
PYTBSFC6CTW,soylegrotta.Lauritzen.1999,Speleothem,"Lauritzen, Stein-Erik ; Lundberg, Joyce",1999,10.1191/095968399667823929,,,,,66.62,13.68,280,soylegrotta,,136.503,9955.222,d18O,,temperature,degC,,T,air@surface,ANN,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/soylegrotta.Lauritzen.1999.html
PYTRVU3SGRP,SP02.Adams.2010,LakeSediment,"Adams, Jennifer K. ; Finkelstein, Sarah A.",2010,10.1016/j.quascirev.2010.05.033,,,,,68.55,-83.29,220,SP02,,-53.4,8080,TOC,,OM,percent,,T,air@surface,Summer,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/SP02.Adams.2010.html
PYT9AA507VP,SP02.Adams.2010,LakeSediment,"Adams, Jennifer K. ; Finkelstein, Sarah A.",2010,10.1016/j.quascirev.2010.05.033,,,,,68.55,-83.29,220,SP02,,1455.224,7855,,,MS,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SP02.Adams.2010.html
